,brand,Model,Price,processor_brand,processor_tier,ram_memory,primary_storage_type,primary_storage_capacity,gpu_brand,gpu_type,display_size,OS,year_of_warranty
405,lenovo,Lenovo IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),90000,intel,core i7,16,SSD,512,intel,integrated,14.0,windows,1
406,lenovo,Lenovo IdeaPad 3 15IAU7 82RK00XDIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),34990,intel,core i3,8,SSD,256,intel,integrated,15.6,windows,1
407,msi,MSI Bravo 15 B7ED-011IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),79990,amd,ryzen 7,16,SSD,512,amd,dedicated,15.6,windows,1
408,hp,HP 14s-dr3002TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),28990,intel,celeron,8,SSD,512,intel,integrated,14.0,windows,1
409,acer,Acer TravelMate P2 TMP214-53 Business Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),49990,intel,core i7,16,SSD,1024,intel,integrated,14.0,windows,1
410,acer,Acer Aspire 5 2023 A515-58GM Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),61700,intel,core i5,16,SSD,512,nvidia,dedicated,15.6,windows,1
411,lenovo,Lenovo IdeaPad Slim 1 82VG00EVIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),32990,amd,ryzen 3,8,SSD,512,amd,integrated,15.6,windows,1
412,lenovo,Lenovo IdeaPad Gaming 3 82K101PCIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),49990,intel,core i5,8,SSD,512,nvidia,dedicated,15.6,windows,1
413,asus,Asus Vivobook 16 2023 X1605VA-MB957WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home),86689,intel,core i9,16,SSD,1024,intel,integrated,16.0,windows,1
414,acer,Acer Chromebook CB314-3H NX.K04SI.007 Laptop (Intel Celeron N4500/ 8GB/ 128GB SSD/ Chrome OS),25490,intel,celeron,8,SSD,128,intel,integrated,14.0,chrome,1
415,dell,Dell Inspiron 15 3511 IN35117W5CCS01ORB1 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),68028,intel,core i5,8,SSD,512,intel,integrated,15.6,windows,1
416,hp,HP Zbook FireFly 14 G8 4F0W6PA Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 ),89999,intel,core i5,16,SSD,512,intel,integrated,14.0,windows,1
417,asus,Asus Vivobook S14 Flip TN3402QA-LZ551WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 1TB SSD/Win11),69437,amd,ryzen 5,16,SSD,1024,amd,integrated,14.0,windows,1
418,asus,Asus Vivobook S14 Flip TN3402QA-LZ751WS Laptop (AMD Ryzen 7/ 16GB/ 1TB SSD/Win11),73990,amd,ryzen 7,16,SSD,1024,amd,integrated,14.0,windows,1
419,lenovo,Lenovo IdeaPad 1 15AMN7 82VG00J5IN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),39990,amd,ryzen 5,8,SSD,512,amd,integrated,15.6,windows,1
420,lenovo,Lenovo IdeaPad Gaming 3 82SB00V4IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63712,amd,ryzen 5,8,SSD,512,nvidia,dedicated,15.6,windows,1
421,lenovo,Lenovo IdeaPad Gaming 3 82K2028AIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),49990,amd,ryzen 5,8,SSD,512,nvidia,dedicated,15.6,windows,1
422,lenovo,Lenovo IdeaPad Slim 3 82RK011DIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11),32990,intel,core i3,8,SSD,256,intel,integrated,15.6,windows,1
423,dell,Dell Vostro 3520 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),56340,intel,core i5,8,SSD,512,intel,integrated,15.6,windows,1
424,lenovo,Lenovo IdeaPad 1 15AMN7 82VG00EQIN Laptop (AMD Athlon 7120U / 8GB/ 512GB SSD/ Win11 Home),30190,amd,other,8,SSD,512,amd,integrated,15.6,windows,1
425,dell,Dell Inspiron 15 3520 IN352092K4N001ORS1 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),56880,intel,core i5,16,SSD,512,intel,integrated,15.6,windows,1
426,dell,Dell Vostro 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),56990,intel,core i5,8,SSD,512,intel,integrated,15.6,windows,1
427,acer,Acer Aspire 5 A515-57 UN.K3JSI.013 Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),39990,intel,core i3,16,SSD,512,intel,integrated,15.6,windows,1
428,lenovo,Lenovo V14 G4 Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),29990,amd,ryzen 3,8,SSD,512,amd,integrated,14.0,windows,1
429,lenovo,Lenovo V15 G3 82TTA02UIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),46990,intel,core i5,8,SSD,512,intel,integrated,15.6,windows,1
430,dell,Dell Inspiron 3520 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),50990,intel,core i5,8,SSD,512,intel,integrated,15.6,windows,1
431,lenovo,Lenovo Thinkpad E15 G4 21DJA0Y0IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),54990,intel,core i7,16,SSD,512,intel,integrated,15.6,windows,1
432,dell,Dell Vostro 3525 Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),38990,amd,ryzen 5,8,SSD,512,amd,integrated,15.6,windows,1
433,msi,MSI Creator Pro M16 B13VJ-1272IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph),196580,intel,core i7,32,SSD,1024,nvidia,dedicated,16.0,windows,2
434,asus,Asus ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),99990,intel,core i5,16,SSD,1024,nvidia,dedicated,16.0,windows,1
435,hp,HP 240 G9 821J4PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ Win11),74999,intel,core i5,8,SSD,512,intel,integrated,14.0,windows,1
436,lenovo,Lenovo IdeaPad Slim 3i 82X70032IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),42499,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
437,lenovo,Lenovo IdeaPad Flex 5 Gen 8 82XX0070IN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),67990,amd,ryzen 5,16,SSD,512,amd,integrated,14.0,windows,1
438,asus,Asus ROG Strix G17 G713RC-HX109WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),86189,amd,ryzen 7,16,SSD,512,nvidia,dedicated,17.3,windows,1
439,lenovo,Lenovo IdeaPad 3 82H802L3IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),36650,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
440,hp,HP ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),113999,intel,core i7,16,SSD,1024,intel,integrated,16.0,windows,1
441,dell,Dell Inspiron 3530 15 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),65990,intel,core i5,16,SSD,1024,intel,integrated,15.6,windows,1
442,lenovo,Lenovo IdeaPad Slim 3 82H803HPIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),48990,intel,core i5,16,SSD,512,intel,integrated,15.6,windows,1
443,lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101PCIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),49990,intel,core i5,8,SSD,512,nvidia,dedicated,15.6,windows,1
444,acer,Acer Aspire Lite 15 AL15-51 Laptop (11th Gen Core i3/16GB/ 512GB SSD/ Win11),34990,intel,core i3,16,SSD,512,intel,integrated,15.6,windows,1
445,lenovo,Lenovo Yoga 6 13ABR8 83B2007UIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),86990,amd,ryzen 7,16,SSD,1024,amd,integrated,13.3,windows,1
446,lenovo,Lenovo IdeaPad Flex 5 82R900D4IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),65990,amd,ryzen 7,16,SSD,512,amd,integrated,14.0,windows,1
447,microsoft,Microsoft Surface Laptop Go 3 (12th Gen Core i5/ 16 GB RAM/ 256 GB SSD/ Win 11),97490,intel,core i5,16,SSD,256,intel,integrated,12.4,windows,1
448,ultimus,Ultimus Neo NU14U3INT54BN Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/Win11 Home),22913,intel,core i3,8,SSD,256,intel,integrated,14.1,windows,1
449,lenovo,Lenovo Legion Slim 7 16IRH8 82Y3007QIN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),185990,intel,core i9,16,SSD,1024,nvidia,dedicated,16.0,windows,1
450,dell,Dell Inspiron 7430 2023 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),99480,intel,core i7,16,SSD,1024,intel,integrated,14.0,windows,1
451,lenovo,Lenovo Legion Slim 5 16APH8 82Y90042IN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),128990,amd,ryzen 7,16,SSD,512,nvidia,dedicated,16.0,windows,1
452,lenovo,Lenovo Legion Slim 5 82Y9009KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),113990,amd,ryzen 7,16,SSD,512,nvidia,dedicated,16.0,windows,1
453,hp,HP Victus 15-fb0158AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),51990,amd,ryzen 5,8,SSD,512,amd,dedicated,15.6,windows,1
454,lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),51990,intel,core i5,8,SSD,512,nvidia,dedicated,15.6,windows,1
455,hp,HP Pavilion x360 14-ek1021TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),90689,intel,core i7,16,SSD,512,intel,integrated,14.0,windows,1
456,lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S9014LIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),69990,intel,core i5,16,SSD,512,nvidia,dedicated,15.6,windows,1
457,lenovo,Lenovo S14 Gen 3 82TW001DIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47990,intel,core i5,8,SSD,512,intel,integrated,14.0,windows,3
458,lenovo,Lenovo Yoga Pro 7 82Y700A2IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),100190,intel,core i7,16,SSD,1024,intel,integrated,14.5,windows,1
459,hp,HP 15-fc0027AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),40100,amd,ryzen 3,8,SSD,512,amd,integrated,15.6,windows,1
460,lenovo,Lenovo Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),137490,amd,ryzen 7,16,SSD,512,nvidia,dedicated,16.0,windows,1
461,lenovo,Lenovo ThinkBook 15 Gen 5 21JF0026MJ Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),53990,amd,ryzen 7,16,SSD,512,amd,integrated,16.0,windows,1
462,acer,Acer Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),42990,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
463,asus,Asus VivoBook 15 X515MA-BR022WS Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),28190,intel,celeron,8,SSD,512,intel,integrated,15.6,windows,1
464,fujitsu,Fujitsu CH 4ZR1L82434 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),73990,intel,core i7,16,SSD,512,intel,integrated,13.3,windows,2
465,asus,Asus Vivobook 15X OLED M3504YA-LK752WS Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),73463,amd,ryzen 7,16,SSD,1024,amd,integrated,15.6,windows,1
466,asus,Asus Vivobook 15 X1502ZA-EJ993WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),44990,intel,core i3,16,SSD,512,intel,integrated,15.6,windows,1
467,asus,Asus Vivobook 15 X1504ZA-NJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),60379,intel,core i5,16,SSD,512,intel,integrated,15.6,windows,1
468,hp,HP Pavilion 15-eg3018TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),75890,intel,core i5,16,SSD,1024,intel,integrated,15.6,windows,1
469,hp,HP 15s-fq3066TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),27990,intel,celeron,8,SSD,512,intel,integrated,15.6,windows,1
470,lenovo,Lenovo Ideapad 3 15ITL06 82H803GUIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),37000,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
471,lenovo,Lenovo IdeaPad Flex 5 82Y00053IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),88190,intel,core i7,16,SSD,512,intel,integrated,14.0,windows,1
472,lenovo,Lenovo IdeaPad 3 82H803HRIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),62990,intel,core i7,16,SSD,512,intel,integrated,15.6,windows,1
473,asus,Asus Vivobook Pro 15 M6500QC-HN751WS Laptop (AMD Ryzen 7 5800HS/ 16 GB RAM/ 1 TB SSD/ Win 11/ 4 GB Graphics),73990,amd,ryzen 7,16,SSD,1024,nvidia,dedicated,15.6,windows,1
474,asus,Asus Vivobook Pro 15 M6500QC-HN551WS Laptop (AMD Ryzen 5 5600HS/ 16 GB RAM/ 1 TB SSD/ Win 11/ 4 GB Graphics),69990,amd,ryzen 5,16,SSD,1024,nvidia,dedicated,15.6,windows,1
475,lenovo,Lenovo Ideapad Slim 5 82XE004QIN Laptop (AMD Ryzen 5 7530U/ 16 GB RAM/ 512 GB SSD/ Win 11),66389,amd,ryzen 5,16,SSD,512,amd,integrated,14.0,windows,1
476,hp,HP 250 G9 7N179PA Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),60999,intel,core i5,8,SSD,512,intel,integrated,15.6,windows,1
477,lenovo,Lenovo Ideapad Slim 5 82XF007CIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1 TB SSD/ Win 11),71990,intel,core i5,16,SSD,1024,intel,integrated,16.0,windows,1
478,lenovo,Lenovo IdeaPad Slim 5i 83BG000DIN Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),61859,intel,core i5,16,SSD,512,intel,integrated,16.0,windows,1
479,asus,Asus Vivobook 16X 2023 K3605ZC-MBN752WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),98990,intel,core i7,16,SSD,1024,nvidia,dedicated,16.0,windows,1
480,lenovo,Lenovo IdeaPad Slim 3 82RK00VVIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36990,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
481,dell,Dell Inspiron 3530 IN3530RW8JY001ORS1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home),59990,intel,core i5,8,SSD,1024,intel,integrated,15.6,windows,1
482,acer,Acer Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),56990,intel,core i5,16,SSD,512,nvidia,dedicated,15.6,windows,1
483,acer,Acer Aspire 7 A715-76G NH.QMYSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),52990,intel,core i5,8,SSD,512,nvidia,dedicated,15.6,windows,1
484,asus,Asus TUF Gaming F15 90NR0GW1-M00F00 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),90990,intel,core i7,16,SSD,1024,nvidia,dedicated,15.6,windows,1
485,asus,Asus Vivobook 16X 2023 K3605ZV-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),114990,intel,core i7,16,SSD,512,nvidia,dedicated,16.0,windows,1
486,asus,Asus Chromebook CX1400CKA-EK0257 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),16990,intel,celeron,4,SSD,64,intel,integrated,14.0,chrome,1
487,asus,Asus Chromebook CX1400FKA-EC0158 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),25751,intel,celeron,4,SSD,64,intel,integrated,14.0,chrome,1
488,asus,Asus Chromebook CX1400CKA-EK0335 Laptop (Celeron N4500/ 4GB/ 128GB eMMC/ Chrome OS),18990,intel,celeron,4,SSD,128,intel,integrated,14.0,chrome,1
489,asus,Asus Vivobook 16 2023 X1605ZAB-MB322WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),44639,intel,core i3,8,SSD,512,intel,integrated,16.0,windows,1
490,hp,HP 250 G9 7M659PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),44490,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
491,asus,Asus Chromebook CX1500CKA-EJ0275 Laptop (Celeron N4500/ 8GB/ 64GB eMMC/ Chrome OS),22991,intel,celeron,8,SSD,64,intel,integrated,15.6,chrome,1
492,gigabyte,Gigabyte G5 KF-E3IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 8GB Graph),89990,intel,core i5,8,SSD,512,nvidia,dedicated,15.6,windows,2
493,lenovo,Lenovo IdeaPad Slim 5 16IAH8 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),62190,intel,core i5,16,SSD,512,intel,integrated,16.0,windows,1
494,asus,Asus Vivobook 16X K3605ZU-MBN742WS Laptop (12th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),98468,intel,core i7,16,SSD,512,nvidia,dedicated,16.0,windows,1
495,lenovo,Lenovo IdeaPad Flex 5 82Y0004YIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),58990,intel,core i3,8,SSD,512,intel,integrated,14.0,windows,1
496,lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF000UIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),60190,intel,core i5,16,SSD,512,intel,integrated,14.0,windows,1
497,fujitsu,Fujitsu UH-X 4ZR1M37246 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),73990,intel,core i5,16,SSD,512,intel,integrated,14.0,windows,2
498,lenovo,Lenovo IdeaPad Slim 5 82XE0072IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),64190,amd,ryzen 7,16,SSD,512,amd,integrated,14.0,windows,1
499,lenovo,Lenovo IdeaPad Slim 3 82XQ008UIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),41990,amd,ryzen 5,8,SSD,512,amd,integrated,15.6,windows,1
500,lenovo,Lenovo IdeaPad Slim 3 82XQ0096IN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),44990,amd,ryzen 5,16,SSD,512,amd,integrated,15.6,windows,1
501,lenovo,Lenovo V15 G3 IAP 82TT004VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),45490,intel,core i5,8,SSD,512,intel,integrated,15.6,dos,1
502,asus,Asus Vivobook 16X K3605ZC-MBN542WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),75990,intel,core i5,16,SSD,512,nvidia,dedicated,16.0,windows,1
503,asus,Asus Vivobook 16X K3605ZC-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),75990,intel,core i5,16,SSD,512,nvidia,dedicated,16.0,windows,1
504,asus,Asus Vivobook 16X K3605ZU-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),94369,intel,core i5,16,SSD,512,nvidia,dedicated,16.0,windows,1
505,msi,MSI Thin GF63 11UC-1291IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),62990,intel,core i5,16,SSD,512,nvidia,dedicated,15.6,windows,2
506,lenovo,Lenovo Thinkpad E15 21E6S0W700 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),47490,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
507,msi,MSI Katana 15 B12UDXK-1004IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),94990,intel,core i7,16,SSD,512,nvidia,dedicated,15.6,windows,2
508,acer,Acer TMP214-41-G3 UN.VSQSI.007 Notebook (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),36990,amd,ryzen 5,16,SSD,512,amd,integrated,14.0,windows,1
509,acer,Acer TMP214-41-G3 UN.VSQSI.006 Notebook (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),41990,amd,ryzen 5,8,SSD,512,amd,integrated,14.0,windows,1
510,asus,Asus VivoBook 15 X1504ZA-NJ326WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40926,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
511,asus,Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),71600,amd,ryzen 5,16,SSD,512,nvidia,dedicated,15.6,windows,1
512,asus,Asus Vivobook Go 14 2023 E1404FA-NK327WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),33990,amd,ryzen 3,8,SSD,512,amd,integrated,14.0,windows,1
513,hp,HP Omen 16-xf0043AX Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),182990,amd,ryzen 9,32,SSD,1024,nvidia,dedicated,16.1,windows,1
514,dell,Dell Vostro 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),37490,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
515,dell,Dell Inspiron 5430 IN54308DXWP001ORS1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),85990,intel,core i7,16,SSD,1024,intel,integrated,14.0,windows,1
516,asus,Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),57990,intel,core i5,16,SSD,512,nvidia,dedicated,15.6,windows,1
517,hp,HP Victus 15-fb1018AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),58070,amd,ryzen 5,8,SSD,512,nvidia,dedicated,15.6,windows,1
518,fujitsu,Fujitsu UH-X 4ZR1L73352 2-in-1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),109990,intel,core i7,16,SSD,1024,intel,integrated,14.0,windows,2
519,hp,HP 15S-EQ1550AU Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ Win 11),31990,amd,ryzen 3,8,SSD,512,amd,integrated,15.6,windows,1
520,hp,HP Omen 16-wf0056TX 834U0PA Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),152990,intel,core i7,16,SSD,512,nvidia,dedicated,16.1,windows,1
521,lenovo,Lenovo IdeaPad Gaming 3i 82K101GTIN Laptop (11th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),58850,intel,core i5,8,SSD,512,nvidia,dedicated,15.6,windows,1
522,dell,Dell Alienware x15 R2 D569947WIN9 Gaming Laptop (12th Gen Core i9/ 32 GB RAM/ 1 TB SSD/ Win 11/ 8 GB Graphics),223275,intel,core i9,32,SSD,1024,nvidia,dedicated,15.6,windows,1
523,asus,Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop (AMD Ryzen 5 5600H/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),59990,amd,ryzen 5,16,SSD,512,nvidia,dedicated,15.6,windows,1
524,lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF0045IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),63990,intel,core i5,16,SSD,1024,intel,integrated,14.0,windows,1
525,wings,Wings Nuvobook S2 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),26990,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
526,acer,Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),41490,intel,core i3,8,SSD,512,intel,integrated,14.0,windows,1
527,lenovo,Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),70190,intel,core i5,16,SSD,512,intel,integrated,16.0,windows,1
528,lenovo,Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),36690,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
529,lenovo,Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),67190,intel,core i5,16,SSD,512,intel,integrated,14.0,windows,2
530,infinix,Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),44990,intel,core i7,16,SSD,512,intel,integrated,14.0,windows,1
531,lenovo,Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),46990,intel,core i5,16,SSD,512,intel,integrated,15.6,windows,1
532,dell,Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),45870,intel,core i3,8,SSD,1024,intel,integrated,15.6,windows,1
533,dell,Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),38349,intel,core i3,8,SSD,512,intel,integrated,15.6,windows,1
534,lenovo,Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),84190,intel,core i7,16,SSD,512,intel,integrated,16.0,windows,1
535,lenovo,Lenovo IdeaPad Slim 5i 82XD0040IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),86990,intel,core i7,16,SSD,512,intel,integrated,14.0,windows,1
